"מספר סעיף","שם סעיף","הסבר","שם המשרד"
82002,"בית המשפט העליון","התכנית נועדה לתקצוב פעילויות בית המשפט העליון בירושלים.","המשפטים"
82003,"בתי המשפט המחוזיים","התוכנית נועדה לתקצוב פעילות בתי המשפט המחוזיים בישראל.","המשפטים"
82004,"בתי משפט השלום","התוכנית נועדה לתקצוב פעילות בתי המשפט השלום בישראל.","המשפטים"
82005,"בתי דין לעבודה","התוכנית נועדה לתקצוב פעילות בתי הדין לעבודה בישראל.","המשפטים"
82006,"רזרבה להתייקרויות ולעמידה ביעד ההוצאה",,"המשפטים"
82008,"שופטי תעבורה בהשתתפות משרד התחבורה","תוכנית זו כוללת תקצוב 10 תקני שופטי תעבורה, ושובליהם: קלדנית, עוזר משפטי, ומשרה וחצי של עובד מנהל.","המשפטים"
82009,"הוצאות כלליות","תוכנית זו כוללת את כל תקציבי הקניות של מערכת בתי המשפט לצורך התפעול השוטף של המערכת כגון: שכר דירה, אחזקה וניקיון, חשמל, ארנונה, מחשוב, רכישת שירותי כוח אדם, ביטוחים, מרכז מידע, תרגומים, ספרות מקצועית רפו'. ","המשפטים"
821,"רשות האכיפה והגבייה","תחום זה נועד לתקצוב ההוצאה לפועל והמרכז לגביית קנסות, אשר תחומי אחריותם מתוארים בפרק א' לעיל.","המשפטים"
82101,"שכר","תוכנית זו מרכזת את תקצוב רכיבי השכר של עובדי ההוצאה לפועל והמרכז לגביית קנסות.","המשפטים"
82102,"קניות","תוכנית זו התכנית כוללת תקצוב עבור תפעול ואחזקה שוטפת של רשות האכיפה והגבייה בהיבטים השונים כגון: דמי שכירות, תשלומי ארנונה, תשלומי חניה, הוצאות מחשוב, דואר ועוד. ","המשפטים"
5031,"פיתוח בתי משפט","התוכנית כוללת תקציב עבור שיפוצים והתקנות בבתי המשפט וכן תקציב עבור השתתפות בשיפוצים שנעשים בתאי מעצר.","המשפטים"
5302,"פיתוח משרד המשפטים","התוכנית כוללת תקציב עבור בינוי ושיפוץ יחידות המשרד וכן תקציב עבור שדרוג מערכות המחשוב של המשרד.","המשפטים"
5303,"בינוי בית משפט","תחום זה נועד לתקצוב פרוייקטים ארוכי טווח במערכת בתי המשפט ובמשרד המשפטים הראשי, כגון הקמת בתי משפט, ביתוח מערכות מחשוב וכד'.","המשפטים"
5601,"נציבות שיוויון זכויות","תחום זה נועד לתצקוב פעילות הנציבות לשוויון זכויות - הן הוצאות שכר והן הוצאות קניות ותפעול.","המשפטים"
"3001                                   ","תחום פעולה כללי ",,"העליה והקליטה"
300112,"אמרכלות","תחום זה מתייחס לכלל הפעילויות הכרוכות באחזקת המשרד והפעלתו על יחידותיו, ובפיתוח משאבי אנוש של צוות העובדים.","העליה והקליטה"
300121,"תכנון ומחקר","תקציב תוכנית זו מיועד למעקב והערכה מחקרית של פעילות העלייה והקליטה לאור היעדים שנקבעו על ידי המשרד. במסגרת זו, מרוכז המידע המחקרי הרלוונטי להליכי העלייה והקליטה וייעוץ בעת תהליך קבלת ההחלטות במשרד.","העליה והקליטה"
300132,"מידע לעולים ","תקציב אגף מידע ופרסום מיועד להפקה, הוצאה לאור והפצה של מידע עדכני ומוסמך בשפות שונות אודות תהליכי הקליטה בישראל ועידוד העלייה. המידע מיועד לאוכלוסיות יעד ובהן עולים חדשים, עולים ותיקים, תושבים חוזרים, תיירים, מועמדים לעלייה בחו״ל ואוכלוסיית הקולטים בישראל.","העליה והקליטה"
300135,"מחשוב","תקציב האגף למערכות מידע מיועד לפיתוחן ותפעולן השוטף של מערכות תקשוב, התומכות ביישום מדיניות קליטת העלייה. מערך התקשוב מקיף את כל תחומי הפעילות של המשרד בפריסה ארצית רחבה ובכלל זה: עידוד עלייה והחזרת תושבים ישראלים מחו״ל, שיפור והעמקת הקליטה, מתן שירותים ישירים לעולה וייעול תהליכי העבודה המנהליים.","העליה והקליטה"
300212,"קבלת עולים והסעתם ","תקציב אגף הקליטה בנתב״ג מיועד לצורך קבלת העולים הראשונית, טיפול במשפחות העולים, הנפקת תעודות עולה, הכוונתם לכל חלקי הארץ והסעתם מנתב״ג ליעדי הקליטה.","העליה והקליטה"
300214,"סיוע לאוכלוסיות יחודיות ","הפעילות כוללת ליווי וסיוע לעולים לצורך הנגשת שירותים שונים הניתנים על ידי המשרד וגופים נוספים במטרה להבטיח קבלת מענים ההולמים את צרכי העולים הנזקקים ובמצבי מצוקה שונים.","העליה והקליטה"
300215,"פעולות עם נוער עולה","הפעילות כוללת שילוב החייל העולה בצה״ל ובחברה הישראלית. המשרד לקליטת העלייה פועל לליווי החיילים העולים גם בתקופת טרום הגיוס, במהלך הגיוס ואף לאחר שחרורם.","העליה והקליטה"
300217,"שירותים לעולים קשישים ","המחלקה לשירותי רווחה אחראית על תשלום גמלאות מיוחדות לעולים מארצות מצוקה שהגיעו לגיל פרישה, בהתאם להסכם בין הממשלה לקרן מבטחים.","העליה והקליטה"
300219,"סיוע בקידום העסקה בסקטור הציבורי",,"העליה והקליטה"
300220,"סיוע בתעסוקת עולים ","תקציב האגף לקליטה בתעסוקה מיועד לסייע בקליטתם של עולים בשוק העבודה. מערכת הטיפול והסיוע של האגף מתמקדת בחמישה תחומים עיקריים: קורסי הכשרה תעסוקתיים, טיפול וסיוע בהכשרה לקראת קבלת רישיון עבודה במקצוע אשר נלמד בחו״ל, טיפול וסיוע בהכשרה לקראת קליטה בתעסוקה וסיוע נלווה שהוא בעיקרו כלכלי, כגון: סיוע בשכר לימוד ומימון בחינות והשתלמויות ערב לעולים עובדים.","העליה והקליטה"
300221,"סיוע לאמנים וספורטאים עולים "," בתוכנית זו מבוצעות הפעולות הבאות: 1  . סדנאות לאמנים עולים; 2   . מענקים וסיוע מיוחד לאמנים; 3  . הפעלת המרכז לקליטת אמנים עולים;4  . קידום העסקה לאמנים עולים.","העליה והקליטה"
300223,"עידוד יזמות עסקית לעולים ","תקציב אגף יזמות עסקית במשרד לקליטת העלייה מיועד לפיתוח והרחבת תשתיות סיוע וליווי עסקי ליזמים עולים. פעילות האגף מתבצעת בארץ ואף טרם עלייתם.","העליה והקליטה"
300225," קליטת בני הקהילה האתיופית באתרים זמניים ובדיור קבע","במסגרת תוכנית זו מבצע המשרד פעילויות המיועדות לסייע להשתלבותם של בני העדה האתיופית בארץ. הפעולות העיקריות הן: 1  . סיוע לעולים במרכזי קליטה ־ העולים נקלטים ב־20 מרכזי קליטה ועוד 7 מרכזי  צעירים. 2   . מעבר עולים לדיור קבע ־ העולים מקבלים סיוע בשילוב הילדים במערכת החינוך וסיוע לבוגרים בתחום התעסוקה. 3  . תכניות ארציות ־ המשרד מפעיל תוכניות בתחומים רבים למען שילוב העולים בחברה הישראלית.","העליה והקליטה"
300226,"דמי קיום, הבטחת הכנסה והשלמת הכנסה","תקציב זה מיועד לתשלום דמי קיום והבטחת הכנסה בכדי להבטיח כי בחצי השנה שלאחר אולפן העברית ועד תום השנה הראשונה של העולה בארץ יוכל העולה להשתלב במסגרות הכנה לרישוי, הכשרה או הסבה מקצועית.","העליה והקליטה"
